discount_20240615_1838;order_id;product_id;quantity_20240615_1838;unit_price_20240615_1838;discount_20240615_1840;quantity_20240615_1840;unit_price_20240615_1840;discount_20240615_2236;quantity_20240615_2236;unit_price_20240615_2236;discount;quantity;unit_price;customer_id;employee_id;freight;order_date;order_id;required_date;ship_address;ship_city;ship_country;ship_name;ship_postal_code;ship_region;ship_via;shipped_date
0;10684;40;20;18.4;0;20;18.4;0;20;18.4;0;20;18.4;OTTIK;3;145.63;1997-09-26;10684;1997-10-24;Mehrheimerstr. 369;Köln;Germany;Ottilies Käseladen;50739;;1;1997-09-30
0;10684;47;40;9.5;0;40;9.5;0;40;9.5;0;40;9.5;OTTIK;3;145.63;1997-09-26;10684;1997-10-24;Mehrheimerstr. 369;Köln;Germany;Ottilies Käseladen;50739;;1;1997-09-30
0;10684;60;30;34;0;30;34;0;30;34;0;30;34;OTTIK;3;145.63;1997-09-26;10684;1997-10-24;Mehrheimerstr. 369;Köln;Germany;Ottilies Käseladen;50739;;1;1997-09-30
0;10685;10;20;31;0;20;31;0;20;31;0;20;31;GOURL;4;33.75;1997-09-29;10685;1997-10-13;Av. Brasil, 442;Campinas;Brazil;Gourmet Lanchonetes;04876-786;SP;2;1997-10-03
0;10685;41;4;9.65;0;4;9.65;0;4;9.65;0;4;9.65;GOURL;4;33.75;1997-09-29;10685;1997-10-13;Av. Brasil, 442;Campinas;Brazil;Gourmet Lanchonetes;04876-786;SP;2;1997-10-03
0;10685;47;15;9.5;0;15;9.5;0;15;9.5;0;15;9.5;GOURL;4;33.75;1997-09-29;10685;1997-10-13;Av. Brasil, 442;Campinas;Brazil;Gourmet Lanchonetes;04876-786;SP;2;1997-10-03
0.2;10686;17;30;39;0.2;30;39;0.2;30;39;0.2;30;39;PICCO;2;96.5;1997-09-30;10686;1997-10-28;Geislweg 14;Salzburg;Austria;Piccolo und mehr;5020;;1;1997-10-08
0;10686;26;15;31.23;0;15;31.23;0;15;31.23;0;15;31.23;PICCO;2;96.5;1997-09-30;10686;1997-10-28;Geislweg 14;Salzburg;Austria;Piccolo und mehr;5020;;1;1997-10-08
0.25;10687;9;50;97;0.25;50;97;0.25;50;97;0.25;50;97;HUNGO;9;296.43;1997-09-30;10687;1997-10-28;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1997-10-30
0;10687;29;10;123.79;0;10;123.79;0;10;123.79;0;10;123.79;HUNGO;9;296.43;1997-09-30;10687;1997-10-28;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1997-10-30
0.25;10687;36;6;19;0.25;6;19;0.25;6;19;0.25;6;19;HUNGO;9;296.43;1997-09-30;10687;1997-10-28;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1997-10-30
0.1;10688;10;18;31;0.1;18;31;0.1;18;31;0.1;18;31;VAFFE;4;299.09;1997-10-01;10688;1997-10-15;Smagsloget 45;Århus;Denmark;Vaffeljernet;8200;;2;1997-10-07
0.1;10688;28;60;45.6;0.1;60;45.6;0.1;60;45.6;0.1;60;45.6;VAFFE;4;299.09;1997-10-01;10688;1997-10-15;Smagsloget 45;Århus;Denmark;Vaffeljernet;8200;;2;1997-10-07
0;10688;34;14;14;0;14;14;0;14;14;0;14;14;VAFFE;4;299.09;1997-10-01;10688;1997-10-15;Smagsloget 45;Århus;Denmark;Vaffeljernet;8200;;2;1997-10-07
0.25;10689;1;35;18;0.25;35;18;0.25;35;18;0.25;35;18;BERGS;1;13.42;1997-10-01;10689;1997-10-29;Berguvsvägen  8;Luleå;Sweden;Berglunds snabbköp;S-958 22;;2;1997-10-07
0.25;10690;56;20;38;0.25;20;38;0.25;20;38;0.25;20;38;HANAR;1;15.8;1997-10-02;10690;1997-10-30;Rua do Paço, 67;Rio de Janeiro;Brazil;Hanari Carnes;05454-876;RJ;1;1997-10-03
0.25;10690;77;30;13;0.25;30;13;0.25;30;13;0.25;30;13;HANAR;1;15.8;1997-10-02;10690;1997-10-30;Rua do Paço, 67;Rio de Janeiro;Brazil;Hanari Carnes;05454-876;RJ;1;1997-10-03
0;10691;1;30;18;0;30;18;0;30;18;0;30;18;QUICK;2;810.05;1997-10-03;10691;1997-11-14;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;2;1997-10-22
0;10691;29;40;123.79;0;40;123.79;0;40;123.79;0;40;123.79;QUICK;2;810.05;1997-10-03;10691;1997-11-14;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;2;1997-10-22
0;10691;43;40;46;0;40;46;0;40;46;0;40;46;QUICK;2;810.05;1997-10-03;10691;1997-11-14;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;2;1997-10-22
0;10691;44;24;19.45;0;24;19.45;0;24;19.45;0;24;19.45;QUICK;2;810.05;1997-10-03;10691;1997-11-14;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;2;1997-10-22
0;10691;62;48;49.3;0;48;49.3;0;48;49.3;0;48;49.3;QUICK;2;810.05;1997-10-03;10691;1997-11-14;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;2;1997-10-22
0;10692;63;20;43.9;0;20;43.9;0;20;43.9;0;20;43.9;ALFKI;4;61.02;1997-10-03;10692;1997-10-31;Obere Str. 57;Berlin;Germany;'Alfred''s Futterkiste';12209;;2;1997-10-13
0;10693;9;6;97;0;6;97;0;6;97;0;6;97;WHITC;3;139.34;1997-10-06;10693;1997-10-20;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-10-10
0.15;10693;54;60;7.45;0.15;60;7.45;0.15;60;7.45;0.15;60;7.45;WHITC;3;139.34;1997-10-06;10693;1997-10-20;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-10-10
0.15;10693;69;30;36;0.15;30;36;0.15;30;36;0.15;30;36;WHITC;3;139.34;1997-10-06;10693;1997-10-20;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-10-10
0.15;10693;73;15;15;0.15;15;15;0.15;15;15;0.15;15;15;WHITC;3;139.34;1997-10-06;10693;1997-10-20;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-10-10
0;10694;7;90;30;0;90;30;0;90;30;0;90;30;QUICK;8;398.36;1997-10-06;10694;1997-11-03;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;3;1997-10-09
0;10694;59;25;55;0;25;55;0;25;55;0;25;55;QUICK;8;398.36;1997-10-06;10694;1997-11-03;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;3;1997-10-09
0;10694;70;50;15;0;50;15;0;50;15;0;50;15;QUICK;8;398.36;1997-10-06;10694;1997-11-03;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;3;1997-10-09
0;10695;8;10;40;0;10;40;0;10;40;0;10;40;WILMK;7;16.72;1997-10-07;10695;1997-11-18;Keskuskatu 45;Helsinki;Finland;Wilman Kala;21240;;1;1997-10-14
0;10695;12;4;38;0;4;38;0;4;38;0;4;38;WILMK;7;16.72;1997-10-07;10695;1997-11-18;Keskuskatu 45;Helsinki;Finland;Wilman Kala;21240;;1;1997-10-14
0;10695;24;20;4.5;0;20;4.5;0;20;4.5;0;20;4.5;WILMK;7;16.72;1997-10-07;10695;1997-11-18;Keskuskatu 45;Helsinki;Finland;Wilman Kala;21240;;1;1997-10-14
0;10696;17;20;39;0;20;39;0;20;39;0;20;39;WHITC;8;102.55;1997-10-08;10696;1997-11-19;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-10-14
0;10696;46;18;12;0;18;12;0;18;12;0;18;12;WHITC;8;102.55;1997-10-08;10696;1997-11-19;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-10-14
0.25;10697;19;7;9.2;0.25;7;9.2;0.25;7;9.2;0.25;7;9.2;LINOD;3;45.52;1997-10-08;10697;1997-11-05;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;LINO-Delicateses;4980;Nueva Esparta;1;1997-10-14
0.25;10697;35;9;18;0.25;9;18;0.25;9;18;0.25;9;18;LINOD;3;45.52;1997-10-08;10697;1997-11-05;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;LINO-Delicateses;4980;Nueva Esparta;1;1997-10-14
0.25;10697;58;30;13.25;0.25;30;13.25;0.25;30;13.25;0.25;30;13.25;LINOD;3;45.52;1997-10-08;10697;1997-11-05;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;LINO-Delicateses;4980;Nueva Esparta;1;1997-10-14
0.25;10697;70;30;15;0.25;30;15;0.25;30;15;0.25;30;15;LINOD;3;45.52;1997-10-08;10697;1997-11-05;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;LINO-Delicateses;4980;Nueva Esparta;1;1997-10-14
0;10698;11;15;21;0;15;21;0;15;21;0;15;21;ERNSH;4;272.47;1997-10-09;10698;1997-11-06;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;1;1997-10-17
0.05;10698;17;8;39;0.05;8;39;0.05;8;39;0.05;8;39;ERNSH;4;272.47;1997-10-09;10698;1997-11-06;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;1;1997-10-17
0.05;10698;29;12;123.79;0.05;12;123.79;0.05;12;123.79;0.05;12;123.79;ERNSH;4;272.47;1997-10-09;10698;1997-11-06;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;1;1997-10-17
0.05;10698;65;65;21.05;0.05;65;21.05;0.05;65;21.05;0.05;65;21.05;ERNSH;4;272.47;1997-10-09;10698;1997-11-06;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;1;1997-10-17
0.05;10698;70;8;15;0.05;8;15;0.05;8;15;0.05;8;15;ERNSH;4;272.47;1997-10-09;10698;1997-11-06;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;1;1997-10-17
0;10699;47;12;9.5;0;12;9.5;0;12;9.5;0;12;9.5;MORGK;3;0.58;1997-10-09;10699;1997-11-06;Heerstr. 22;Leipzig;Germany;Morgenstern Gesundkost;04179;;3;1997-10-13
0.2;10700;1;5;18;0.2;5;18;0.2;5;18;0.2;5;18;SAVEA;3;65.1;1997-10-10;10700;1997-11-07;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-10-16
0.2;10700;34;12;14;0.2;12;14;0.2;12;14;0.2;12;14;SAVEA;3;65.1;1997-10-10;10700;1997-11-07;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-10-16
0.2;10700;68;40;12.5;0.2;40;12.5;0.2;40;12.5;0.2;40;12.5;SAVEA;3;65.1;1997-10-10;10700;1997-11-07;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-10-16
0.2;10700;71;60;21.5;0.2;60;21.5;0.2;60;21.5;0.2;60;21.5;SAVEA;3;65.1;1997-10-10;10700;1997-11-07;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-10-16
0.15;10701;59;42;55;0.15;42;55;0.15;42;55;0.15;42;55;HUNGO;6;220.31;1997-10-13;10701;1997-10-27;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;3;1997-10-15
0.15;10701;71;20;21.5;0.15;20;21.5;0.15;20;21.5;0.15;20;21.5;HUNGO;6;220.31;1997-10-13;10701;1997-10-27;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;3;1997-10-15
0.15;10701;76;35;18;0.15;35;18;0.15;35;18;0.15;35;18;HUNGO;6;220.31;1997-10-13;10701;1997-10-27;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;3;1997-10-15
0;10702;3;6;10;0;6;10;0;6;10;0;6;10;ALFKI;4;23.94;1997-10-13;10702;1997-11-24;Obere Str. 57;Berlin;Germany;'Alfred''s Futterkiste';12209;;1;1997-10-21
0;10702;76;15;18;0;15;18;0;15;18;0;15;18;ALFKI;4;23.94;1997-10-13;10702;1997-11-24;Obere Str. 57;Berlin;Germany;'Alfred''s Futterkiste';12209;;1;1997-10-21
0;10703;2;5;19;0;5;19;0;5;19;0;5;19;FOLKO;6;152.3;1997-10-14;10703;1997-11-11;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;2;1997-10-20
0;10703;59;35;55;0;35;55;0;35;55;0;35;55;FOLKO;6;152.3;1997-10-14;10703;1997-11-11;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;2;1997-10-20
0;10703;73;35;15;0;35;15;0;35;15;0;35;15;FOLKO;6;152.3;1997-10-14;10703;1997-11-11;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;2;1997-10-20
0;10704;4;6;22;0;6;22;0;6;22;0;6;22;QUEEN;6;4.78;1997-10-14;10704;1997-11-11;Alameda dos Canàrios, 891;Sao Paulo;Brazil;Queen Cozinha;05487-020;SP;1;1997-11-07
0;10704;24;35;4.5;0;35;4.5;0;35;4.5;0;35;4.5;QUEEN;6;4.78;1997-10-14;10704;1997-11-11;Alameda dos Canàrios, 891;Sao Paulo;Brazil;Queen Cozinha;05487-020;SP;1;1997-11-07
0;10704;48;24;12.75;0;24;12.75;0;24;12.75;0;24;12.75;QUEEN;6;4.78;1997-10-14;10704;1997-11-11;Alameda dos Canàrios, 891;Sao Paulo;Brazil;Queen Cozinha;05487-020;SP;1;1997-11-07
0;10705;31;20;12.5;0;20;12.5;0;20;12.5;0;20;12.5;HILAA;9;3.52;1997-10-15;10705;1997-11-12;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;HILARION-Abastos;5022;Táchira;2;1997-11-18
0;10705;32;4;32;0;4;32;0;4;32;0;4;32;HILAA;9;3.52;1997-10-15;10705;1997-11-12;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;HILARION-Abastos;5022;Táchira;2;1997-11-18
0;10706;16;20;17.45;0;20;17.45;0;20;17.45;0;20;17.45;OLDWO;8;135.63;1997-10-16;10706;1997-11-13;2743 Bering St.;Anchorage;USA;Old World Delicatessen;99508;AK;3;1997-10-21
0;10706;43;24;46;0;24;46;0;24;46;0;24;46;OLDWO;8;135.63;1997-10-16;10706;1997-11-13;2743 Bering St.;Anchorage;USA;Old World Delicatessen;99508;AK;3;1997-10-21
0;10706;59;8;55;0;8;55;0;8;55;0;8;55;OLDWO;8;135.63;1997-10-16;10706;1997-11-13;2743 Bering St.;Anchorage;USA;Old World Delicatessen;99508;AK;3;1997-10-21
0;10707;55;21;24;0;21;24;0;21;24;0;21;24;AROUT;4;21.74;1997-10-16;10707;1997-10-30;Brook Farm Stratford St. Mary;Colchester;UK;Around the Horn;CO7 6JX;Essex;3;1997-10-23
0;10707;57;40;19.5;0;40;19.5;0;40;19.5;0;40;19.5;AROUT;4;21.74;1997-10-16;10707;1997-10-30;Brook Farm Stratford St. Mary;Colchester;UK;Around the Horn;CO7 6JX;Essex;3;1997-10-23
0.15;10707;70;28;15;0.15;28;15;0.15;28;15;0.15;28;15;AROUT;4;21.74;1997-10-16;10707;1997-10-30;Brook Farm Stratford St. Mary;Colchester;UK;Around the Horn;CO7 6JX;Essex;3;1997-10-23
0;10708;5;4;21.35;0;4;21.35;0;4;21.35;0;4;21.35;THEBI;6;2.96;1997-10-17;10708;1997-11-28;89 Jefferson Way Suite 2;Portland;USA;The Big Cheese;97201;OR;2;1997-11-05
0;10708;36;5;19;0;5;19;0;5;19;0;5;19;THEBI;6;2.96;1997-10-17;10708;1997-11-28;89 Jefferson Way Suite 2;Portland;USA;The Big Cheese;97201;OR;2;1997-11-05
0;10709;8;40;40;0;40;40;0;40;40;0;40;40;GOURL;1;210.8;1997-10-17;10709;1997-11-14;Av. Brasil, 442;Campinas;Brazil;Gourmet Lanchonetes;04876-786;SP;3;1997-11-20
0;10709;51;28;53;0;28;53;0;28;53;0;28;53;GOURL;1;210.8;1997-10-17;10709;1997-11-14;Av. Brasil, 442;Campinas;Brazil;Gourmet Lanchonetes;04876-786;SP;3;1997-11-20
0;10709;60;10;34;0;10;34;0;10;34;0;10;34;GOURL;1;210.8;1997-10-17;10709;1997-11-14;Av. Brasil, 442;Campinas;Brazil;Gourmet Lanchonetes;04876-786;SP;3;1997-11-20
0;10710;19;5;9.2;0;5;9.2;0;5;9.2;0;5;9.2;FRANS;1;4.98;1997-10-20;10710;1997-11-17;Via Monte Bianco 34;Torino;Italy;Franchi S.p.A.;10100;;1;1997-10-23
0;10710;47;5;9.5;0;5;9.5;0;5;9.5;0;5;9.5;FRANS;1;4.98;1997-10-20;10710;1997-11-17;Via Monte Bianco 34;Torino;Italy;Franchi S.p.A.;10100;;1;1997-10-23
0;10711;19;12;9.2;0;12;9.2;0;12;9.2;0;12;9.2;SAVEA;5;52.41;1997-10-21;10711;1997-12-02;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;2;1997-10-29
0;10711;41;42;9.65;0;42;9.65;0;42;9.65;0;42;9.65;SAVEA;5;52.41;1997-10-21;10711;1997-12-02;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;2;1997-10-29
0;10711;53;120;32.8;0;120;32.8;0;120;32.8;0;120;32.8;SAVEA;5;52.41;1997-10-21;10711;1997-12-02;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;2;1997-10-29
0.05;10712;53;3;32.8;0.05;3;32.8;0.05;3;32.8;0.05;3;32.8;HUNGO;3;89.93;1997-10-21;10712;1997-11-18;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1997-10-31
0;10712;56;30;38;0;30;38;0;30;38;0;30;38;HUNGO;3;89.93;1997-10-21;10712;1997-11-18;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1997-10-31
0;10713;10;18;31;0;18;31;0;18;31;0;18;31;SAVEA;1;167.05;1997-10-22;10713;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-10-24
0;10713;26;30;31.23;0;30;31.23;0;30;31.23;0;30;31.23;SAVEA;1;167.05;1997-10-22;10713;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-10-24
0;10713;45;110;9.5;0;110;9.5;0;110;9.5;0;110;9.5;SAVEA;1;167.05;1997-10-22;10713;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-10-24
0;10713;46;24;12;0;24;12;0;24;12;0;24;12;SAVEA;1;167.05;1997-10-22;10713;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-10-24
0.25;10714;2;30;19;0.25;30;19;0.25;30;19;0.25;30;19;SAVEA;5;24.49;1997-10-22;10714;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1997-10-27
0.25;10714;17;27;39;0.25;27;39;0.25;27;39;0.25;27;39;SAVEA;5;24.49;1997-10-22;10714;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1997-10-27
0.25;10714;47;50;9.5;0.25;50;9.5;0.25;50;9.5;0.25;50;9.5;SAVEA;5;24.49;1997-10-22;10714;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1997-10-27
0.25;10714;56;18;38;0.25;18;38;0.25;18;38;0.25;18;38;SAVEA;5;24.49;1997-10-22;10714;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1997-10-27
0.25;10714;58;12;13.25;0.25;12;13.25;0.25;12;13.25;0.25;12;13.25;SAVEA;5;24.49;1997-10-22;10714;1997-11-19;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1997-10-27
0;10715;10;21;31;0;21;31;0;21;31;0;21;31;BONAP;3;63.2;1997-10-23;10715;1997-11-06;12, rue des Bouchers;Marseille;France;'Bon app''';13008;;1;1997-10-29
0;10715;71;30;21.5;0;30;21.5;0;30;21.5;0;30;21.5;BONAP;3;63.2;1997-10-23;10715;1997-11-06;12, rue des Bouchers;Marseille;France;'Bon app''';13008;;1;1997-10-29
0;10716;21;5;10;0;5;10;0;5;10;0;5;10;RANCH;4;22.57;1997-10-24;10716;1997-11-21;Av. del Libertador 900;Buenos Aires;Argentina;Rancho grande;1010;;2;1997-10-27
0;10716;51;7;53;0;7;53;0;7;53;0;7;53;RANCH;4;22.57;1997-10-24;10716;1997-11-21;Av. del Libertador 900;Buenos Aires;Argentina;Rancho grande;1010;;2;1997-10-27
0;10716;61;10;28.5;0;10;28.5;0;10;28.5;0;10;28.5;RANCH;4;22.57;1997-10-24;10716;1997-11-21;Av. del Libertador 900;Buenos Aires;Argentina;Rancho grande;1010;;2;1997-10-27
0.05;10717;21;32;10;0.05;32;10;0.05;32;10;0.05;32;10;FRANK;1;59.25;1997-10-24;10717;1997-11-21;Berliner Platz 43;München;Germany;Frankenversand;80805;;2;1997-10-29
0;10717;54;15;7.45;0;15;7.45;0;15;7.45;0;15;7.45;FRANK;1;59.25;1997-10-24;10717;1997-11-21;Berliner Platz 43;München;Germany;Frankenversand;80805;;2;1997-10-29
0.05;10717;69;25;36;0.05;25;36;0.05;25;36;0.05;25;36;FRANK;1;59.25;1997-10-24;10717;1997-11-21;Berliner Platz 43;München;Germany;Frankenversand;80805;;2;1997-10-29
0;10718;12;36;38;0;36;38;0;36;38;0;36;38;KOENE;1;170.88;1997-10-27;10718;1997-11-24;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1997-10-29
0;10718;16;20;17.45;0;20;17.45;0;20;17.45;0;20;17.45;KOENE;1;170.88;1997-10-27;10718;1997-11-24;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1997-10-29
0;10718;36;40;19;0;40;19;0;40;19;0;40;19;KOENE;1;170.88;1997-10-27;10718;1997-11-24;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1997-10-29
0;10718;62;20;49.3;0;20;49.3;0;20;49.3;0;20;49.3;KOENE;1;170.88;1997-10-27;10718;1997-11-24;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;3;1997-10-29
0.25;10719;18;12;62.5;0.25;12;62.5;0.25;12;62.5;0.25;12;62.5;LETSS;8;51.44;1997-10-27;10719;1997-11-24;87 Polk St. Suite 5;San Francisco;USA;'Let''s Stop N Shop';94117;CA;2;1997-11-05
0.25;10719;30;3;25.89;0.25;3;25.89;0.25;3;25.89;0.25;3;25.89;LETSS;8;51.44;1997-10-27;10719;1997-11-24;87 Polk St. Suite 5;San Francisco;USA;'Let''s Stop N Shop';94117;CA;2;1997-11-05
0.25;10719;54;40;7.45;0.25;40;7.45;0.25;40;7.45;0.25;40;7.45;LETSS;8;51.44;1997-10-27;10719;1997-11-24;87 Polk St. Suite 5;San Francisco;USA;'Let''s Stop N Shop';94117;CA;2;1997-11-05
0;10720;35;21;18;0;21;18;0;21;18;0;21;18;QUEDE;8;9.53;1997-10-28;10720;1997-11-11;Rua da Panificadora, 12;Rio de Janeiro;Brazil;Que Delícia;02389-673;RJ;2;1997-11-05
0;10720;71;8;21.5;0;8;21.5;0;8;21.5;0;8;21.5;QUEDE;8;9.53;1997-10-28;10720;1997-11-11;Rua da Panificadora, 12;Rio de Janeiro;Brazil;Que Delícia;02389-673;RJ;2;1997-11-05
0.05;10721;44;50;19.45;0.05;50;19.45;0.05;50;19.45;0.05;50;19.45;QUICK;5;48.92;1997-10-29;10721;1997-11-26;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;3;1997-10-31
0;10722;2;3;19;0;3;19;0;3;19;0;3;19;SAVEA;8;74.58;1997-10-29;10722;1997-12-10;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-11-04
0;10722;31;50;12.5;0;50;12.5;0;50;12.5;0;50;12.5;SAVEA;8;74.58;1997-10-29;10722;1997-12-10;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-11-04
0;10722;68;45;12.5;0;45;12.5;0;45;12.5;0;45;12.5;SAVEA;8;74.58;1997-10-29;10722;1997-12-10;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-11-04
0;10722;75;42;7.75;0;42;7.75;0;42;7.75;0;42;7.75;SAVEA;8;74.58;1997-10-29;10722;1997-12-10;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1997-11-04
0;10723;26;15;31.23;0;15;31.23;0;15;31.23;0;15;31.23;WHITC;3;21.72;1997-10-30;10723;1997-11-27;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;1;1997-11-25
0;10724;10;16;31;0;16;31;0;16;31;0;16;31;MEREP;8;57.75;1997-10-30;10724;1997-12-11;43 rue St. Laurent;Montréal;Canada;Mère Paillarde;H1J 1C3;Québec;2;1997-11-05
0;10724;61;5;28.5;0;5;28.5;0;5;28.5;0;5;28.5;MEREP;8;57.75;1997-10-30;10724;1997-12-11;43 rue St. Laurent;Montréal;Canada;Mère Paillarde;H1J 1C3;Québec;2;1997-11-05
0;10725;41;12;9.65;0;12;9.65;0;12;9.65;0;12;9.65;FAMIA;4;10.83;1997-10-31;10725;1997-11-28;Rua Orós, 92;Sao Paulo;Brazil;Familia Arquibaldo;05442-030;SP;3;1997-11-05
0;10725;52;4;7;0;4;7;0;4;7;0;4;7;FAMIA;4;10.83;1997-10-31;10725;1997-11-28;Rua Orós, 92;Sao Paulo;Brazil;Familia Arquibaldo;05442-030;SP;3;1997-11-05
0;10725;55;6;24;0;6;24;0;6;24;0;6;24;FAMIA;4;10.83;1997-10-31;10725;1997-11-28;Rua Orós, 92;Sao Paulo;Brazil;Familia Arquibaldo;05442-030;SP;3;1997-11-05
0;10726;4;25;22;0;25;22;0;25;22;0;25;22;EASTC;4;16.56;1997-11-03;10726;1997-11-17;35 King George;London;UK;Eastern Connection;WX3 6FW;;1;1997-12-05
0;10726;11;5;21;0;5;21;0;5;21;0;5;21;EASTC;4;16.56;1997-11-03;10726;1997-11-17;35 King George;London;UK;Eastern Connection;WX3 6FW;;1;1997-12-05
0.05;10727;17;20;39;0.05;20;39;0.05;20;39;0.05;20;39;REGGC;2;89.9;1997-11-03;10727;1997-12-01;Strada Provinciale 124;Reggio Emilia;Italy;Reggiani Caseifici;42100;;1;1997-12-05
0.05;10727;56;10;38;0.05;10;38;0.05;10;38;0.05;10;38;REGGC;2;89.9;1997-11-03;10727;1997-12-01;Strada Provinciale 124;Reggio Emilia;Italy;Reggiani Caseifici;42100;;1;1997-12-05
0.05;10727;59;10;55;0.05;10;55;0.05;10;55;0.05;10;55;REGGC;2;89.9;1997-11-03;10727;1997-12-01;Strada Provinciale 124;Reggio Emilia;Italy;Reggiani Caseifici;42100;;1;1997-12-05
0;10728;30;15;25.89;0;15;25.89;0;15;25.89;0;15;25.89;QUEEN;4;58.33;1997-11-04;10728;1997-12-02;Alameda dos Canàrios, 891;Sao Paulo;Brazil;Queen Cozinha;05487-020;SP;2;1997-11-11
0;10728;40;6;18.4;0;6;18.4;0;6;18.4;0;6;18.4;QUEEN;4;58.33;1997-11-04;10728;1997-12-02;Alameda dos Canàrios, 891;Sao Paulo;Brazil;Queen Cozinha;05487-020;SP;2;1997-11-11
0;10728;55;12;24;0;12;24;0;12;24;0;12;24;QUEEN;4;58.33;1997-11-04;10728;1997-12-02;Alameda dos Canàrios, 891;Sao Paulo;Brazil;Queen Cozinha;05487-020;SP;2;1997-11-11
